pickup_date,borough,pickups,speed
1/26/15 22:00,Brooklyn,117,14
1/26/15 22:00,Manhattan,635,14
1/26/15 22:00,Queens,38,14
1/26/15 22:00,Staten Island,0,14
1/26/15 23:00,Bronx,0,16.75
1/26/15 23:00,Brooklyn,12,16.75
1/26/15 23:00,Manhattan,93,16.75
1/26/15 23:00,Queens,4,16.75
1/26/15 23:00,Staten Island,0,16.75
1/27/15 0:00,Bronx,0,16.33333333
1/27/15 0:00,Brooklyn,0,16.33333333
1/27/15 0:00,Manhattan,0,16.33333333
1/27/15 0:00,Queens,0,16.33333333
1/27/15 0:00,Staten Island,0,16.33333333
1/27/15 1:00,Bronx,0,15.75
1/27/15 1:00,Brooklyn,0,15.75
1/27/15 1:00,Manhattan,0,15.75
1/27/15 1:00,Queens,0,15.75
1/27/15 1:00,Staten Island,0,15.75
1/27/15 2:00,Bronx,0,13
1/27/15 2:00,Brooklyn,0,13
1/27/15 2:00,Manhattan,0,13
1/27/15 2:00,Queens,0,13
1/27/15 2:00,Staten Island,0,13
1/27/15 3:00,Bronx,0,14.5
1/27/15 3:00,Brooklyn,0,14.5
1/27/15 3:00,Manhattan,0,14.5
1/27/15 3:00,Queens,0,14.5
1/27/15 3:00,Staten Island,0,14.5
1/27/15 4:00,Bronx,0,13.66666667
1/27/15 4:00,Brooklyn,0,13.66666667
1/27/15 4:00,Manhattan,0,13.66666667
1/27/15 4:00,Queens,0,13.66666667
1/27/15 4:00,Staten Island,0,13.66666667
1/27/15 5:00,Bronx,0,12.5
1/27/15 5:00,Brooklyn,0,12.5
1/27/15 5:00,Manhattan,0,12.5
1/27/15 5:00,Queens,0,12.5
1/27/15 5:00,Staten Island,0,12.5
1/27/15 6:00,Bronx,0,10
1/27/15 6:00,Brooklyn,0,10
1/27/15 6:00,Manhattan,0,10
1/27/15 6:00,Queens,0,10
1/27/15 6:00,Staten Island,0,10
1/27/15 7:00,Bronx,0,12.25
1/27/15 7:00,Brooklyn,0,12.25
1/27/15 7:00,Manhattan,0,12.25
1/27/15 7:00,Queens,0,12.25
1/27/15 7:00,Staten Island,0,12.25
1/27/15 8:00,Bronx,1,9.666666667
1/27/15 8:00,Brooklyn,12,9.666666667
1/27/15 8:00,Manhattan,9,9.666666667
1/27/15 8:00,Queens,10,9.666666667
1/27/15 8:00,Staten Island,0,9.666666667
1/27/15 9:00,Bronx,9,11
1/27/15 9:00,Brooklyn,111,11
1/27/15 9:00,Manhattan,249,11
1/27/15 9:00,Queens,63,11
1/27/15 9:00,Staten Island,1,11
1/27/15 10:00,Bronx,25,7.25
1/27/15 10:00,Brooklyn,153,7.25
1/27/15 10:00,Manhattan,953,7.25
1/27/15 10:00,Queens,72,7.25
1/27/15 10:00,Staten Island,3,7.25
1/27/15 11:00,Bronx,20,9
1/27/15 11:00,Brooklyn,180,9
1/27/15 11:00,Manhattan,1155,9
1/27/15 11:00,Queens,85,9
1/27/15 11:00,Staten Island,1,9
1/27/15 12:00,Bronx,25,8.25
1/27/15 12:00,Brooklyn,178,8.25
1/27/15 12:00,Manhattan,1124,8.25
1/27/15 12:00,Queens,80,8.25
1/27/15 12:00,Staten Island,1,8.25
1/27/15 13:00,Bronx,13,7.5
1/27/15 13:00,Brooklyn,189,7.5
1/27/15 13:00,Manhattan,1009,7.5
1/27/15 13:00,Queens,60,7.5
1/27/15 13:00,Staten Island,1,7.5
1/27/15 14:00,Bronx,11,7
1/27/15 14:00,Brooklyn,178,7
1/27/15 14:00,Manhattan,892,7
1/27/15 14:00,Queens,57,7
1/27/15 14:00,Staten Island,1,7
1/27/15 15:00,Bronx,28,7
1/27/15 15:00,Brooklyn,188,7
1/27/15 15:00,Manhattan,964,7
1/27/15 15:00,Queens,57,7
1/27/15 15:00,Staten Island,1,7
1/27/15 16:00,Bronx,13,8.5
1/27/15 16:00,Brooklyn,212,8.5
1/27/15 16:00,Manhattan,1104,8.5
1/27/15 16:00,Queens,64,8.5
1/27/15 16:00,Staten Island,1,8.5
1/27/15 17:00,Bronx,32,11.33333333
1/27/15 17:00,Brooklyn,268,11.33333333
1/27/15 17:00,Manhattan,1470,11.33333333
1/27/15 17:00,Queens,83,11.33333333
1/27/15 17:00,Staten Island,0,11.33333333
1/27/15 18:00,Bronx,35,6
1/27/15 18:00,Brooklyn,356,6
1/27/15 18:00,Manhattan,1988,6
1/27/15 18:00,Queens,136,6
1/27/15 18:00,Staten Island,1,6
1/27/15 19:00,Bronx,29,7
1/27/15 19:00,Brooklyn,424,7
1/27/15 19:00,Manhattan,2095,7
1/27/15 19:00,Queens,138,7
1/27/15 19:00,Staten Island,2,7
1/27/15 20:00,Bronx,23,8
1/27/15 20:00,Brooklyn,434,8
1/27/15 20:00,Manhattan,1853,8
1/27/15 20:00,Queens,148,8
1/27/15 20:00,Staten Island,2,8
1/27/15 21:00,Bronx,25,7
1/27/15 21:00,Brooklyn,425,7
1/27/15 21:00,Manhattan,1588,7
1/27/15 21:00,Queens,167,7
1/27/15 21:00,Staten Island,1,7
1/27/15 22:00,Bronx,24,9
1/27/15 22:00,Brooklyn,419,9
1/27/15 22:00,Manhattan,1580,9
1/27/15 22:00,Queens,196,9
1/27/15 22:00,Staten Island,0,9
1/27/15 23:00,Bronx,24,5
1/27/15 23:00,Brooklyn,344,5
1/27/15 23:00,Manhattan,1209,5
1/27/15 23:00,Queens,197,5
1/27/15 23:00,Staten Island,0,5
1/28/15 0:00,Bronx,22,5
1/28/15 0:00,Brooklyn,275,5
1/28/15 0:00,Manhattan,809,5
1/28/15 0:00,Queens,127,5
1/28/15 0:00,Staten Island,0,5
1/28/15 1:00,Bronx,11,7
1/28/15 1:00,Brooklyn,167,7
1/28/15 1:00,Manhattan,394,7
1/28/15 1:00,Queens,71,7
1/28/15 1:00,Staten Island,0,7
1/28/15 2:00,Bronx,3,11
1/28/15 2:00,Brooklyn,87,11
1/28/15 2:00,Manhattan,301,11
1/28/15 2:00,Queens,52,11
1/28/15 2:00,Staten Island,0,11
1/28/15 3:00,Bronx,8,8
1/28/15 3:00,Brooklyn,54,8
1/28/15 3:00,Manhattan,188,8
1/28/15 3:00,Queens,24,8
1/28/15 3:00,Staten Island,0,8
1/28/15 4:00,Bronx,3,10
1/28/15 4:00,Brooklyn,54,10
1/28/15 4:00,Manhattan,175,10
1/28/15 4:00,Queens,24,10
1/28/15 4:00,Staten Island,0,10
1/28/15 5:00,Bronx,8,8
1/28/15 5:00,Brooklyn,99,8
1/28/15 5:00,Manhattan,307,8
1/28/15 5:00,Queens,45,8
1/28/15 5:00,Staten Island,0,8
1/28/15 6:00,Bronx,16,5
1/28/15 6:00,Brooklyn,243,5
1/28/15 6:00,Manhattan,730,5
1/28/15 6:00,Queens,167,5
1/28/15 6:00,Staten Island,0,5
1/28/15 7:00,Bronx,39,10
1/28/15 7:00,Brooklyn,429,10
1/28/15 7:00,Manhattan,1739,10
1/28/15 7:00,Queens,199,10
1/28/15 7:00,Staten Island,0,10
1/28/15 8:00,Bronx,69,7
1/28/15 8:00,Brooklyn,627,7
1/28/15 8:00,Manhattan,2659,7
1/28/15 8:00,Queens,283,7
1/28/15 8:00,Staten Island,5,7
1/28/15 9:00,Bronx,49,8
1/28/15 9:00,Brooklyn,678,8
1/28/15 9:00,Manhattan,3018,8
1/28/15 9:00,Queens,277,8
1/28/15 9:00,Staten Island,1,8
1/28/15 10:00,Bronx,37,11
1/28/15 10:00,Brooklyn,466,11
1/28/15 10:00,Manhattan,2119,11
1/28/15 10:00,Queens,231,11
1/28/15 10:00,Staten Island,3,11
1/28/15 11:00,Bronx,31,8
1/28/15 11:00,Brooklyn,360,8
1/28/15 11:00,Manhattan,1666,8
1/28/15 11:00,Queens,227,8
1/28/15 11:00,Staten Island,1,8
1/28/15 12:00,Bronx,23,9
1/28/15 12:00,Brooklyn,331,9
1/28/15 12:00,Manhattan,1722,9
1/28/15 12:00,Queens,171,9
1/28/15 12:00,Staten Island,2,9
1/28/15 13:00,Bronx,31,7
1/28/15 13:00,Brooklyn,269,7
1/28/15 13:00,Manhattan,1590,7
1/28/15 13:00,Queens,186,7
1/28/15 13:00,Staten Island,1,7
1/28/15 14:00,Bronx,27,13
1/28/15 14:00,Brooklyn,311,13
1/28/15 14:00,Manhattan,1675,13
1/28/15 14:00,Queens,232,13
1/28/15 14:00,Staten Island,3,13
1/28/15 15:00,Bronx,44,10
1/28/15 15:00,Brooklyn,318,10
1/28/15 15:00,Manhattan,1949,10
1/28/15 15:00,Queens,294,10
1/28/15 15:00,Staten Island,1,10
1/28/15 16:00,Bronx,41,9
1/28/15 16:00,Brooklyn,319,9
1/28/15 16:00,Manhattan,2140,9
1/28/15 16:00,Queens,359,9
1/28/15 16:00,Staten Island,2,9
1/28/15 17:00,Bronx,47,13
1/28/15 17:00,Brooklyn,369,13
1/28/15 17:00,Manhattan,2766,13
1/28/15 17:00,Queens,289,13
1/28/15 17:00,Staten Island,1,13
1/28/15 18:00,Bronx,51,14
1/28/15 18:00,Brooklyn,502,14
1/28/15 18:00,Manhattan,3839,14
1/28/15 18:00,Queens,341,14
1/28/15 18:00,Staten Island,1,14
1/28/15 19:00,Bronx,32,7
1/28/15 19:00,Brooklyn,567,7
1/28/15 19:00,Manhattan,4147,7
1/28/15 19:00,Queens,368,7
1/28/15 19:00,Staten Island,0,7
1/28/15 20:00,Bronx,30,8
1/28/15 20:00,Brooklyn,557,8
1/28/15 20:00,Manhattan,3808,8
1/28/15 20:00,Queens,367,8
1/28/15 20:00,Staten Island,0,8
1/28/15 21:00,Bronx,43,10
1/28/15 21:00,Brooklyn,521,10
1/28/15 21:00,Manhattan,3282,10
1/28/15 21:00,Queens,327,10
1/28/15 21:00,Staten Island,0,10
1/28/15 22:00,Bronx,44,6
1/28/15 22:00,Brooklyn,548,6
1/28/15 22:00,Manhattan,3061,6
1/28/15 22:00,Queens,374,6
1/28/15 22:00,Staten Island,0,6
1/28/15 23:00,Bronx,20,3
1/28/15 23:00,Brooklyn,474,3
1/28/15 23:00,Manhattan,2457,3
1/28/15 23:00,Queens,218,3
1/28/15 23:00,Staten Island,0,3
1/29/15 0:00,Bronx,18,8
1/29/15 0:00,Brooklyn,345,8
1/29/15 0:00,Manhattan,1427,8
1/29/15 0:00,Queens,193,8
1/29/15 0:00,Staten Island,0,8
1/29/15 1:00,Bronx,10,5
1/29/15 1:00,Brooklyn,219,5
1/29/15 1:00,Manhattan,721,5
1/29/15 1:00,Queens,127,5
1/29/15 1:00,Staten Island,0,5
1/29/15 2:00,Bronx,10,7
1/29/15 2:00,Brooklyn,125,7
1/29/15 2:00,Manhattan,402,7
1/29/15 2:00,Queens,30,7
1/29/15 2:00,Staten Island,0,7
1/29/15 3:00,Bronx,3,3
1/29/15 3:00,Brooklyn,64,3
1/29/15 3:00,Manhattan,265,3
1/29/15 3:00,Queens,22,3
1/29/15 3:00,Staten Island,0,3
1/29/15 4:00,Bronx,4,3
1/29/15 4:00,Brooklyn,79,3
1/29/15 4:00,Manhattan,281,3
1/29/15 4:00,Queens,34,3
1/29/15 4:00,Staten Island,1,3
1/29/15 5:00,Bronx,10,0
1/29/15 5:00,Brooklyn,153,0
1/29/15 5:00,Manhattan,431,0
1/29/15 5:00,Queens,76,0
1/29/15 5:00,Staten Island,1,0
1/29/15 6:00,Bronx,11,1.5
1/29/15 6:00,Brooklyn,258,1.5
1/29/15 6:00,Manhattan,793,1.5
1/29/15 6:00,Queens,139,1.5
1/29/15 6:00,Staten Island,1,1.5
1/29/15 7:00,Bronx,30,3
1/29/15 7:00,Brooklyn,461,3
1/29/15 7:00,Manhattan,1603,3
1/29/15 7:00,Queens,205,3
1/29/15 7:00,Staten Island,2,3
1/29/15 8:00,Bronx,57,5
1/29/15 8:00,Brooklyn,547,5
1/29/15 8:00,Manhattan,2637,5
1/29/15 8:00,Queens,270,5
1/29/15 8:00,Staten Island,0,5
1/29/15 9:00,Bronx,55,5
1/29/15 9:00,Brooklyn,607,5
1/29/15 9:00,Manhattan,2889,5
1/29/15 9:00,Queens,242,5
1/29/15 9:00,Staten Island,1,5
1/29/15 10:00,Bronx,34,5
1/29/15 10:00,Brooklyn,457,5
1/29/15 10:00,Manhattan,2240,5
1/29/15 10:00,Queens,178,5
1/29/15 10:00,Staten Island,3,5
1/29/15 11:00,Bronx,34,0
1/29/15 11:00,Brooklyn,374,0
1/29/15 11:00,Manhattan,1719,0
1/29/15 11:00,Queens,179,0
1/29/15 11:00,Staten Island,1,0
1/29/15 12:00,Bronx,19,3
1/29/15 12:00,Brooklyn,351,3
1/29/15 12:00,Manhattan,1765,3
1/29/15 12:00,Queens,154,3
1/29/15 12:00,Staten Island,2,3
1/29/15 13:00,Bronx,36,5
1/29/15 13:00,Brooklyn,300,5
1/29/15 13:00,Manhattan,1635,5
1/29/15 13:00,Queens,162,5
1/29/15 13:00,Staten Island,1,5
1/29/15 14:00,Bronx,48,0
1/29/15 14:00,Brooklyn,309,0
1/29/15 14:00,Manhattan,1848,0
1/29/15 14:00,Queens,212,0
1/29/15 14:00,Staten Island,0,0
1/29/15 15:00,Bronx,45,5
1/29/15 15:00,Brooklyn,345,5
1/29/15 15:00,Manhattan,2260,5
1/29/15 15:00,Queens,317,5
1/29/15 15:00,Staten Island,2,5
1/29/15 16:00,Bronx,42,3
1/29/15 16:00,Brooklyn,337,3
1/29/15 16:00,Manhattan,2635,3
1/29/15 16:00,Queens,327,3
1/29/15 16:00,Staten Island,0,3
1/29/15 17:00,Bronx,52,1.5
1/29/15 17:00,Brooklyn,392,1.5
1/29/15 17:00,Manhattan,3470,1.5
1/29/15 17:00,Queens,276,1.5
1/29/15 17:00,Staten Island,3,1.5
1/29/15 18:00,Bronx,54,0
1/29/15 18:00,Brooklyn,531,0
1/29/15 18:00,Manhattan,4505,0
1/29/15 18:00,Queens,293,0
1/29/15 18:00,Staten Island,2,0
1/29/15 19:00,Bronx,35,5
1/29/15 19:00,Brooklyn,572,5
1/29/15 19:00,Manhattan,4792,5
1/29/15 19:00,Queens,355,5
1/29/15 19:00,Staten Island,0,5
1/29/15 20:00,Bronx,42,5
1/29/15 20:00,Brooklyn,600,5
1/29/15 20:00,Manhattan,4464,5
1/29/15 20:00,Queens,438,5
1/29/15 20:00,Staten Island,1,5
1/29/15 21:00,Bronx,40,5.5
1/29/15 21:00,Brooklyn,534,5.5
1/29/15 21:00,Manhattan,4175,5.5
1/29/15 21:00,Queens,467,5.5
1/29/15 21:00,Staten Island,3,5.5
1/29/15 22:00,Bronx,23,6
1/29/15 22:00,Brooklyn,631,6
1/29/15 22:00,Manhattan,4000,6
1/29/15 22:00,Queens,366,6
1/29/15 22:00,Staten Island,1,6
1/29/15 23:00,Bronx,31,3
1/29/15 23:00,Brooklyn,588,3
1/29/15 23:00,Manhattan,3372,3
1/29/15 23:00,Queens,302,3
1/29/15 23:00,Staten Island,2,3
1/30/15 0:00,Bronx,28,7
1/30/15 0:00,Brooklyn,521,7
1/30/15 0:00,Manhattan,2528,7
1/30/15 0:00,Queens,249,7
1/30/15 0:00,Staten Island,1,7
1/30/15 1:00,Bronx,17,11
1/30/15 1:00,Brooklyn,316,11
1/30/15 1:00,Manhattan,1318,11
1/30/15 1:00,Queens,141,11
1/30/15 1:00,Staten Island,1,11
1/30/15 2:00,Bronx,12,3
1/30/15 2:00,Brooklyn,189,3
1/30/15 2:00,Manhattan,736,3
1/30/15 2:00,Queens,61,3
1/30/15 2:00,Staten Island,0,3
1/30/15 3:00,Bronx,5,8
1/30/15 3:00,Brooklyn,88,8
1/30/15 3:00,Manhattan,444,8
1/30/15 3:00,Queens,63,8
1/30/15 3:00,Staten Island,0,8
1/30/15 4:00,Bronx,6,3
1/30/15 4:00,Brooklyn,118,3
1/30/15 4:00,Manhattan,376,3
1/30/15 4:00,Queens,42,3
1/30/15 4:00,Staten Island,0,3
1/30/15 5:00,Bronx,8,3.5
1/30/15 5:00,Brooklyn,140,3.5
1/30/15 5:00,Manhattan,499,3.5
1/30/15 5:00,Queens,89,3.5
1/30/15 5:00,Staten Island,0,3.5
1/30/15 6:00,Bronx,16,4.666666667
1/30/15 6:00,Brooklyn,253,4.666666667
1/30/15 6:00,Manhattan,800,4.666666667
1/30/15 6:00,Queens,178,4.666666667
1/30/15 6:00,Staten Island,0,4.666666667
1/30/15 7:00,Bronx,48,6.666666667
1/30/15 7:00,Brooklyn,446,6.666666667
1/30/15 7:00,Manhattan,1680,6.666666667
1/30/15 7:00,Queens,169,6.666666667
1/30/15 7:00,Staten Island,4,6.666666667
1/30/15 8:00,Bronx,70,4.333333333
1/30/15 8:00,Brooklyn,583,4.333333333
1/30/15 8:00,Manhattan,2901,4.333333333
1/30/15 8:00,Queens,251,4.333333333
1/30/15 8:00,Staten Island,0,4.333333333
1/30/15 9:00,Bronx,57,0
1/30/15 9:00,Brooklyn,602,0
1/30/15 9:00,Manhattan,3246,0
1/30/15 9:00,Queens,283,0
1/30/15 9:00,Staten Island,1,0
1/30/15 10:00,Bronx,45,3
1/30/15 10:00,Brooklyn,493,3
1/30/15 10:00,Manhattan,2485,3
1/30/15 10:00,Queens,207,3
1/30/15 10:00,Staten Island,2,3
1/30/15 11:00,Bronx,33,3
1/30/15 11:00,Brooklyn,401,3
1/30/15 11:00,Manhattan,2025,3
1/30/15 11:00,Queens,191,3
1/30/15 11:00,Staten Island,1,3
1/30/15 12:00,Bronx,34,7
1/30/15 12:00,Brooklyn,347,7
1/30/15 12:00,Manhattan,2017,7
1/30/15 12:00,Queens,181,7
1/30/15 12:00,Staten Island,0,7
1/30/15 13:00,Bronx,38,8
1/30/15 13:00,Brooklyn,332,8
1/30/15 13:00,Manhattan,1868,8
1/30/15 13:00,Queens,178,8
1/30/15 13:00,Staten Island,2,8
1/30/15 14:00,Bronx,40,7.2
1/30/15 14:00,Brooklyn,353,7.2
1/30/15 14:00,Manhattan,2083,7.2
1/30/15 14:00,Queens,241,7.2
1/30/15 14:00,Staten Island,2,7.2
1/30/15 15:00,Bronx,38,5
1/30/15 15:00,Brooklyn,380,5
1/30/15 15:00,Manhattan,2307,5
1/30/15 15:00,Queens,278,5
1/30/15 15:00,Staten Island,2,5
1/30/15 16:00,Bronx,58,8
1/30/15 16:00,Brooklyn,390,8
1/30/15 16:00,Manhattan,2873,8
1/30/15 16:00,Queens,291,8
1/30/15 16:00,Staten Island,1,8
1/30/15 17:00,Bronx,47,14
1/30/15 17:00,Brooklyn,460,14
1/30/15 17:00,Manhattan,3587,14
1/30/15 17:00,Queens,291,14
1/30/15 17:00,Staten Island,1,14
1/30/15 18:00,Bronx,60,11
1/30/15 18:00,Brooklyn,650,11
1/30/15 18:00,Manhattan,4540,11
1/30/15 18:00,Queens,325,11
1/30/15 18:00,Staten Island,1,11
1/30/15 19:00,Bronx,56,13
1/30/15 19:00,Brooklyn,868,13
1/30/15 19:00,Manhattan,5599,13
1/30/15 19:00,Queens,420,13
1/30/15 19:00,Staten Island,2,13
1/30/15 20:00,Bronx,59,15
1/30/15 20:00,Brooklyn,957,15
1/30/15 20:00,Manhattan,5875,15
1/30/15 20:00,Queens,420,15
1/30/15 20:00,Staten Island,4,15
1/30/15 21:00,Bronx,58,16
1/30/15 21:00,Brooklyn,1036,16
1/30/15 21:00,Manhattan,5220,16
1/30/15 21:00,Queens,394,16
1/30/15 21:00,Staten Island,3,16
1/30/15 22:00,Bronx,54,13
1/30/15 22:00,Brooklyn,1069,13
1/30/15 22:00,Manhattan,4886,13
1/30/15 22:00,Queens,402,13
1/30/15 22:00,Staten Island,2,13
1/30/15 23:00,Bronx,55,17
1/30/15 23:00,Brooklyn,1161,17
1/30/15 23:00,Manhattan,5188,17
1/30/15 23:00,Queens,481,17
1/30/15 23:00,Staten Island,5,17
1/31/15 0:00,Bronx,43,15
1/31/15 0:00,Brooklyn,1074,15
1/31/15 0:00,Manhattan,4862,15
1/31/15 0:00,Queens,402,15
1/31/15 0:00,Staten Island,1,15
1/31/15 1:00,Bronx,52,14
1/31/15 1:00,Brooklyn,1066,14
1/31/15 1:00,Manhattan,3586,14
1/31/15 1:00,Queens,252,14
1/31/15 1:00,Staten Island,4,14
1/31/15 2:00,Bronx,31,18
1/31/15 2:00,Brooklyn,690,18
1/31/15 2:00,Manhattan,2325,18
1/31/15 2:00,Queens,163,18
1/31/15 2:00,Staten Island,1,18
1/31/15 3:00,Bronx,21,16
1/31/15 3:00,Brooklyn,468,16
1/31/15 3:00,Manhattan,1450,16
1/31/15 3:00,Queens,135,16
1/31/15 3:00,Staten Island,0,16
1/31/15 4:00,Bronx,22,15
1/31/15 4:00,Brooklyn,350,15
1/31/15 4:00,Manhattan,991,15
1/31/15 4:00,Queens,110,15
1/31/15 4:00,Staten Island,0,15
1/31/15 5:00,Bronx,17,17
1/31/15 5:00,Brooklyn,228,17
1/31/15 5:00,Manhattan,580,17
1/31/15 5:00,Queens,92,17
1/31/15 5:00,Staten Island,0,17
1/31/15 6:00,Bronx,13,20
1/31/15 6:00,Brooklyn,214,20
1/31/15 6:00,Manhattan,535,20
1/31/15 6:00,Queens,136,20
1/31/15 6:00,Staten Island,0,20
1/31/15 7:00,Bronx,12,18
1/31/15 7:00,Brooklyn,246,18
1/31/15 7:00,Manhattan,524,18
1/31/15 7:00,Queens,110,18
1/31/15 7:00,Staten Island,0,18
1/31/15 8:00,Bronx,28,18
1/31/15 8:00,Brooklyn,330,18
1/31/15 8:00,Manhattan,805,18
1/31/15 8:00,Queens,183,18
1/31/15 8:00,Staten Island,2,18
1/31/15 9:00,Bronx,34,14
1/31/15 9:00,Brooklyn,462,14
1/31/15 9:00,Manhattan,1248,14
1/31/15 9:00,Queens,184,14
1/31/15 9:00,Staten Island,0,14
1/31/15 10:00,Bronx,30,18
1/31/15 10:00,Brooklyn,564,18
1/31/15 10:00,Manhattan,1715,18
1/31/15 10:00,Queens,228,18
1/31/15 10:00,Staten Island,1,18
1/31/15 11:00,Bronx,36,15
1/31/15 11:00,Brooklyn,617,15
1/31/15 11:00,Manhattan,2161,15
1/31/15 11:00,Queens,265,15
1/31/15 11:00,Staten Island,3,15
1/31/15 12:00,Bronx,44,10
1/31/15 12:00,Brooklyn,647,10
1/31/15 12:00,Manhattan,2514,10
1/31/15 12:00,Queens,227,10
1/31/15 12:00,Staten Island,2,10
1/31/15 13:00,Bronx,42,15
1/31/15 13:00,Brooklyn,673,15
1/31/15 13:00,Manhattan,2765,15
1/31/15 13:00,Queens,264,15
1/31/15 13:00,Staten Island,2,15
1/31/15 14:00,Bronx,45,17
1/31/15 14:00,Brooklyn,690,17
1/31/15 14:00,Manhattan,2669,17
1/31/15 14:00,Queens,275,17
1/31/15 14:00,Staten Island,1,17
1/31/15 15:00,Bronx,53,13
1/31/15 15:00,Brooklyn,768,13
1/31/15 15:00,Manhattan,2858,13
1/31/15 15:00,Queens,296,13
1/31/15 15:00,Staten Island,1,13
1/31/15 16:00,Bronx,47,14
1/31/15 16:00,Brooklyn,772,14
1/31/15 16:00,Manhattan,3095,14
1/31/15 16:00,Queens,355,14
1/31/15 16:00,Staten Island,3,14
1/31/15 17:00,Bronx,42,10
1/31/15 17:00,Brooklyn,832,10
1/31/15 17:00,Manhattan,4069,10
1/31/15 17:00,Queens,314,10
1/31/15 17:00,Staten Island,3,10
1/31/15 18:00,Bronx,72,6
1/31/15 18:00,Brooklyn,1032,6
1/31/15 18:00,Manhattan,4514,6
1/31/15 18:00,Queens,403,6
1/31/15 18:00,Staten Island,2,6
1/31/15 19:00,Bronx,77,6
1/31/15 19:00,Brooklyn,1220,6
1/31/15 19:00,Manhattan,5162,6
1/31/15 19:00,Queens,399,6
1/31/15 19:00,Staten Island,3,6
1/31/15 20:00,Bronx,64,11
1/31/15 20:00,Brooklyn,1269,11
1/31/15 20:00,Manhattan,5482,11
1/31/15 20:00,Queens,409,11
1/31/15 20:00,Staten Island,4,11
1/31/15 21:00,Bronx,67,9
1/31/15 21:00,Brooklyn,1280,9
1/31/15 21:00,Manhattan,4801,9
1/31/15 21:00,Queens,426,9
1/31/15 21:00,Staten Island,5,9
1/31/15 22:00,Bronx,72,17
1/31/15 22:00,Brooklyn,1226,17
1/31/15 22:00,Manhattan,4939,17
1/31/15 22:00,Queens,424,17
1/31/15 22:00,Staten Island,3,17
1/31/15 23:00,Bronx,55,7
1/31/15 23:00,Brooklyn,1265,7
1/31/15 23:00,Manhattan,5295,7
1/31/15 23:00,Queens,386,7
1/31/15 23:00,Staten Island,1,7
2/1/15 0:00,Bronx,59,7
2/1/15 0:00,Brooklyn,1247,7
2/1/15 0:00,Manhattan,4814,7
2/1/15 0:00,Queens,328,7
2/1/15 0:00,Staten Island,1,7
2/1/15 1:00,Bronx,59,10
2/1/15 1:00,Brooklyn,1159,10
2/1/15 1:00,Manhattan,3745,10
2/1/15 1:00,Queens,279,10
2/1/15 1:00,Staten Island,2,10
2/1/15 2:00,Bronx,42,7
2/1/15 2:00,Brooklyn,983,7
2/1/15 2:00,Manhattan,2709,7
2/1/15 2:00,Queens,193,7
2/1/15 2:00,Staten Island,0,7
2/1/15 3:00,Bronx,36,6
2/1/15 3:00,Brooklyn,652,6
2/1/15 3:00,Manhattan,1807,6
2/1/15 3:00,Queens,125,6
2/1/15 3:00,Staten Island,0,6
2/1/15 4:00,Bronx,29,4
2/1/15 4:00,Brooklyn,388,4
2/1/15 4:00,Manhattan,1112,4
2/1/15 4:00,Queens,91,4
2/1/15 4:00,Staten Island,0,4
2/1/15 5:00,Bronx,23,2
2/1/15 5:00,Brooklyn,237,2
2/1/15 5:00,Manhattan,553,2
2/1/15 5:00,Queens,79,2
2/1/15 5:00,Staten Island,0,2
2/1/15 6:00,Bronx,15,0
2/1/15 6:00,Brooklyn,185,0
2/1/15 6:00,Manhattan,437,0
2/1/15 6:00,Queens,85,0
2/1/15 6:00,Staten Island,0,0
2/1/15 7:00,Bronx,16,3
2/1/15 7:00,Brooklyn,207,3
2/1/15 7:00,Manhattan,430,3
2/1/15 7:00,Queens,127,3
2/1/15 7:00,Staten Island,1,3
2/1/15 8:00,Bronx,15,3
2/1/15 8:00,Brooklyn,266,3
2/1/15 8:00,Manhattan,693,3
2/1/15 8:00,Queens,104,3
2/1/15 8:00,Staten Island,1,3
2/1/15 9:00,Bronx,25,3
2/1/15 9:00,Brooklyn,329,3
2/1/15 9:00,Manhattan,981,3
2/1/15 9:00,Queens,166,3
2/1/15 9:00,Staten Island,0,3
2/1/15 10:00,Bronx,21,5.5
2/1/15 10:00,Brooklyn,464,5.5
2/1/15 10:00,Manhattan,1397,5.5
2/1/15 10:00,Queens,187,5.5
2/1/15 10:00,Staten Island,2,5.5
2/1/15 11:00,Bronx,29,8
2/1/15 11:00,Brooklyn,571,8
2/1/15 11:00,Manhattan,1861,8
2/1/15 11:00,Queens,224,8
2/1/15 11:00,Staten Island,1,8
2/1/15 12:00,Bronx,40,0
2/1/15 12:00,Brooklyn,651,0
2/1/15 12:00,Manhattan,2180,0
2/1/15 12:00,Queens,235,0
2/1/15 12:00,Staten Island,0,0
2/1/15 13:00,Bronx,39,3
2/1/15 13:00,Brooklyn,609,3
2/1/15 13:00,Manhattan,2310,3
2/1/15 13:00,Queens,260,3
2/1/15 13:00,Staten Island,3,3
2/1/15 14:00,Bronx,37,0
2/1/15 14:00,Brooklyn,625,0
2/1/15 14:00,Manhattan,2254,0
2/1/15 14:00,Queens,310,0
2/1/15 14:00,Staten Island,3,0
2/1/15 15:00,Bronx,48,5
2/1/15 15:00,Brooklyn,631,5
2/1/15 15:00,Manhattan,2275,5
2/1/15 15:00,Queens,435,5
2/1/15 15:00,Staten Island,0,5
2/1/15 16:00,Bronx,46,5
2/1/15 16:00,Brooklyn,736,5
2/1/15 16:00,Manhattan,2772,5
2/1/15 16:00,Queens,466,5
